Comment Text,Manual label
Trần Quảng Quân đi k :)),1
Đặng Hoàng Anh gô ko?,1
Đỗ Phạm Mai Khanh đi ko con gái =)),1
Nguyễn Văn Phú =))) nghe nói mê làm brosis,1
Van Anh Mai Nguyen dô nè,1
Thùyy Trang Khánh Quỳnh Nguyễn Nhật Hào go go,1
Nguyễn Minh Thư,1
Xuân Nghii,1
Dũng Uông,1
Phương Thành 😵‍💫😵‍💫,1
Trần Nam Hướng Trường Nguyễn,1
Phạm Phát,1
Đi luôn :>,1
Nguyễn Ngọc Quốc Khánh thử 1 lần cho biết khum,1
Anh Trâm Đặng Trần =))),1
Come back nào ^^,1
Hà Phương Linh dân anh chị kìa,1
Ra trường luôn r dc làm brosis hok :))))),1
À há đợi mãi :)))),1
Phú nè,1
Khánh Duy kìa em,1
Phương Trinh,1
Nguyễn Nhật !,1
"THÔNG TIN VỀ BROTHER & SISTER 2023: 
👉 Link đăng ký: https://forms.gle/zapqgJDddzHccqgD8 
🌟 Số lượng Bro&Sis: 240 bạn (dự kiện với 6500 tân sinh viên) 
⏰ Deadline: 20/06/2023 (sẽ đóng cổng đăng ký nếu đủ số lượng)",1
"R, tới công chiện nữa ^^",1
Ling đi hong :3,1
Bảo fen ơi,1
Cũm muốn 😶,1
Huỳnh Chính Hong Phuc Tran Thi Hồ Thanh Kiên tới công chiện r,1
Mai Trần Trần Thanh Phú Ninh Nguyễn Minh Quốc Lâm Nguyễn Thảo toi iu mng❤,1
Phạm Phát hiểu chứ emmmmm,1
Nguyễn Nam Anh Võ Nguyên Minh Nhật  làm bro ko kìa :)))) :))),1
Apply vô hay sao h anh Trần Thanh Phú Ninh Phạm Hàn Hiếu Ròm Thành Nguyễn Hà Quốc Duy Duy Alex,1
Nguyễn Nam Huy tiếp ko 😀,1
Nguyễn Hưng Thịnh Thi Ân coá khom kkk,1
Cổ Nghi Tuấn Kiệt TRẦN ĐÌNH THIÊN PHÚC   làm brosis cho vui nè =))),1
Trần My seo pà,1
"Thuỳ Tiên , Lâm Thúy Vy  apply vo ne may dua",1
Hạnh Nhân,1
Dũng Uông,1
Trần Gia Linh 😮‍💨😮‍💨,1
Nguyễn Hữu Duy,1
Van Anh Mai Nguyen kìa,1
Dang Que Chi năm nay đk làm nè you,1
Nguyễn Hoàng Đức Phương to dữ tar… nào ra mv cho tui ứng cử làm bè chính nha,1
::>>> xinh quá dị,1
anh hay mặc áo đỏ đz vờ,1
Nhớ Hà Giang nhớ mn quá nà,1
Khánh Linh Tạ Đoàn đoạn đầu c iu chạy đi chơi đâu s k thấyyy,1
Pơ phẹccccc,1
anh áo đỏ như Pảk seo joon,1
Giọng Nguyễn Hoàng Đức Phương sáng nhất đim nai 🔥🔥,1
Nguyễn Hoàng Đức Phương khi nào ra MV z bà,1
Muốn đi mụt lần dí Phạm Thế Hòa,1
Thành Nguyên úi úi anh tui lên TV,1
"Đào Như Mai em đâu, chị đâu 🫡",1
Nguyễn Hoàng Đức Phương giọng anh này có thật không ạ?,1
Thùyy Trang lên thuii zk iu,1
Bùi Nhật Tân nhớ nhớ tới e nha anh 🥲,1
Alex Rezso Kate Rezso thi sớm khoẻ sớm,1
Tường Vy qua trg t thi ko :))),1
Tăng Hồng Bảo kìa cưng,1
Nguyễn Mạnh Tường Duy muốn đi nhanh thì đi 1 mình :)),1
Alo Mai Nguyễn,1
Đến hẹn lại tag Ng Khánh Linh ...,1
ai nhìn quen thế,1
Thanh HuỳnhHồ Thanh Kiên đi thi bằng lái giùm,1
Mai Văn Khánh tiện quá kìa ku,1
Trần Tú thi đi m,1
Có A2 k ạ :>,1
Thư Lê thi hok m 😢,1
"Thảo Vi con gái, đi thi đi con 🫡",1
Huy Vũ NguyễnPhan Nguyễn Phương Uyên đã đến lúc r,1
Thy Kim thi hong nè?,1
Phương Linh lên sóng,1
Cẩm Túm,1
tui cbi đi thi nè ông Trần Công Lâm 🙃,1
Ly Ly thi kh Lyy,1
Hân Hân Trần Hoàng Minh Thư géc gô thoaiii,1
Phương Linh bồ của chị đây mòoooooo :33,1
"Nguyễn Tấn Dũng
Khải Trần
Chưa có bằng thì đi lấy đi nf",1
"Hoàng Lê Nguyên Kiều thi đi bà zà 
đi học mà sợ công an miết 🙂",1
Cường Thịnh Bao Anh lấy bằng đi kìa,1
Tuấn Kiệt là cái này ư,1
DAO DUONG HUNG ANH đi thôi fren,1
Trịnh Minh Duy ê,1
Hồ Uyển Nhi tao xin mày :),1
Hà Trúc Minh rồi tính đi thi chưa :))),1
Ngọc Hiền 🙂 có nên?,1
Nguyen Gia Hung hú,1
Nguyễn Minh Tuấn nèeeeeeeeeee,1
Hoang Van Anh Nghia,1
Hung Pham,1
Võ Đại Dươngg,1
Trần Kim Oanh,1
Hằng Lulu,1
Nguyen Phong,1
Minh Nhậtt,1
Trần Phước,1
Trọng Đạt Nguyễn Huỳnh,1
Lạc Vỹ,1
Trúc Quyên,1
Que Anh,1
Quỳnh Anh Nguyễn Thi Phương Phạm,1
Nguyễn Nhi,1
Huy Nhat Le,1
Nguyễn Minh Huy,1
Tống Ái Linh,1
Yếnn Nhi,1
Lý Văn Mỹ Hữu Đình,1
có a2 khong nhi,1
Đặng Phương Nhi đi thi đi m,1
Hienanh Luu alo,1
Đi cái này bao dui 🥰. Đúng nhận sai cãi lại dùm thầy !!!!!!!! 😃😃😃,1
nhớ quá 😢,1
Vi Hà đi,1
Ad ơi cho đi Thái học tiếng Thái với,1
Nguyễn Như Tài đi nhở,1
Vậy mình đi tiếp nè….ai là team trải nghiệm chắc sẽ rất thích,1
Trần Ngọc Quỳnh NhiTrần Đình Huy. Qua cho t đi xem bói cái kk,1
Minh Anh dọn Vali đi nè ✈️,1
Rồi tuần 9 sao đi hic,1
Ngọc Trâm bé phải hông,1
Trúc Quỳnh đi Thái xong qua Malay học lun =)),1
Đi này về có người yêu thì đi,1
Tuấn Kiệt mai hạn đk đoá anh 💘,1
Nguyễn Hồng Phúc mới bàn hồi chiều luôn :)))))),1
Nguyễn Trường GIang đi thui,1
My Trúc bái bai :>,1
Hoang Nghiêm bay deee :vv,1
Hà Anh Tài Nguyễn Ái Xuân Thuyên Nguyễn được rồi đi thôi :)),1
Bích Phượng Mai mi tang kha,1
Ngo Thi Ngoc Anh Uyên Hoàng đi khum,1
Huỳnh Phước Trường Sinh bỏ học vài bữa =)),1
Nguyễn Duy Hoàng Nguyễn Công Trung lụm liền :)),1
Ngọc Trâmđi đâu mà xa dữ z nè,1
đi ko Dương Minh An,1
Phú Thịnh đi bạn oi,1
Nguyễn Tuấn Nguyễn Đức Thịnh ngon,1
Ngoc Vỹ bố ơi con muốn đi Nguyễn Hạnh,1
Doi Matdaiduong,1
Gia Lạc,1
Hồ Uyển Nhi,1
Nhật Minh aaaaaa,1
Nguyn Huỳnh Mai Phương,1
Nguyễn Anh Khoa,1
Đặng Hữu Lâm,1
Hào quang rực rỡ...Chúc mừng các team.,1
Thúy Vy Juan Juan Ánh sáng hào quang của mười phương chư phật đã rọi dìa mấy ce mikkkkkkk,1
Wow nóng bỏng tay luôn😍😍😍,1
Chúc mừng các đội thi. Xuất sắc 😍,1
Xúc động quá🥹🥹,1
Thuy Vy An Phạm Huỳnh NgânHuỳnh Khắc Huy Li Ta Li Ti lên đồ thoi 🥳🥳🥳🥳🥳,1
Hải Đăng Ngọc Đinh Phạm Nguyễn Hạ Giang Diệu Linh 😷,1
"Hôm nay 5/5 rồi, chưa thấy trang có thông báo về thời gian (giờ nào) sơ loại? Họp kín như Quốc hội ạ?!",1
Cho em hỏi là hình thức online thì là cả đội thuyết trình hay là chỉ có 2 người đại diện thôi ạ?,1
Hay quá :))),1
Cô giáo Khuất Thị Hoa ơi lên sóng rồi :)),1
Lên,1
Thầy Nhật Nguyễn Anh ơi :)),1
Lê Vũ :))),1
Lê Vũ Nguyễn Văn Nam giỏi quáaa🤩,1
Thầy Bui Ngoc Anh vào cho ý kiến ạ :D,1
Hay quá :))),1
Cô giáo Khuất Thị Hoa ơi lên sóng rồi :)),1
Lên,1
Thầy Nhật Nguyễn Anh ơi :)),1
Lê Vũ :))),1
Lê Vũ Nguyễn Văn Nam giỏi quáaa🤩,1
Thầy Bui Ngoc Anh vào cho ý kiến ạ :D,1
Quào 👏👏👏👏 hay quá,1
Hằng My học sinh em giỏi quá 😲,1
Lê Vũ hihi các em bé cũng thi nè e :)),1
Lê Huyền Trang,1
Câu số 2 khó thế 😢,1
cô giáo Quỳnh Trang ơi các Olympia lên sóng nè :))),1
Hà Hải Ngân Linh Phương Bùi Le Hoang Tuan Anh Chu Duc An :))),1
Bùi Nhật Thành đâu rồi vào thả tym ngay :D,1
Sinh nhựt anh xì ke,1
Giỏi quá,1
Chu Duc An đỉnh quá anh tôi ơi 😍,1
Các chị em nhà mình ủng hộ view cho Ai là học bá đi ạ Nguyen Ho Pham Phuong Thao Lê Ngọc Khánh Linh Anh Le Phuong :D,1
Chu Duc An saooo mà xịn vvv 🤩,1
Hoàng Tùng LâmDuc Anh Duy Long Bùi Ngan Hoang 4 học bá này đỉnh quá,1
Anh em xì ke =)))),1
"Chương trình hay quá ạ, rất hóng những số tiếp theo 🥳",1
Toàn các học bá 😀 ngầu quá 😍😍,1
FPTU AI Club -  Artificial Intelligence Researchers  mãi đỉnh 😎,1
AI ngầu quá :D,1
Mê a MC Lê Cao Thiện,1
FPTU MonStage Club - CLB MC & Thuyết trình MC nhà này xịn quá xịn,1
Em cũng mún được apply thi đấu như các anh FDC-er ạ🥹🥹🥹,1
Toàn câu mk ko biết😥,1
Nguyen Ho My Lan trả lời được mấy câu 🤣,1
Nguyên Phương siu đỉnkkkk,1
Thú vị quá :-o,1
Lê Cao Thiện mê anh mc,1
thã tim thã tim,1
Khánhh Lâmm Xuan ông pà trả lời được mấy câu :))),1
Phương Nguyên Đào Xuân Bắc  bạn thân ơi sau giàu đừng quên tớ nhé :(((,1
tym tym :3,1
Đào Xuân Bắc Phương Nguyên được ăn trưa cùng 2 học bá 🤘🏻,1
Đào Xuân Bắc i xời ai quen thế nhở 🤔,1
MC Lê Cao Thiện hihi :))),1
Hay quá anh Lê Cao Thiện ơi,1
:))) mong muốn được tham gia từ cựu thí sinh ạ 🤣🤣🤣,1
Giỏi quá,1
Phương Nguyên đỉnh quá eiu,1
Mọi người đều xịn sò quá ạ :3,1
Chời ơi các bạn này mà thi ResFes thì ai chơi lại,1
Đào Xuân Bắc học bá quá,1
Dương Minh Hoàng,1
"Ye let's go! YES, DEBATE!",1
Đào Xuân Bắc Phương Nguyên hai ac cháy quá ạ ><,1
Phương Nguyên chị cho e xin chữ kí với ạ,1
Đào Xuân Bắc Phương Nguyên siuuuuuuuuuuuuuuuuuu,1
Xuất sắc 🤣,1
Lê Cao Thiện chương trình gì mà bí ẩn thía 😮,1
CLB A mãi đỉnk,1
Phương NguyênĐào Xuân Bắc nhìn là biết mạnh,1
Phương Nguyên Đào Xuân Bắc gke z pa,1
Đào Xuân Bắc Phương Nguyên tôi đã biết sợ,1
Ad ơi các ảnh có thêm cap thì hay tuyệt cú mèo luông :D,1
Lý do thứ 6: CÓ NGỪI IU 😘,1
Quá xịn 🥳,1
Xịn xò quá,1
"Lý do thứ N có thể đu idol nha mọi người, thi có 1 lần mà về add fr đc với bao nhiêu idol 🤣🤣🤣",1
Ad nên nói rõ nộp bài sơ loại theo hình thức nào cho SV chuẩn bị. Proposal hay bài full? Template có không? thông tin thế này chung chung,1
Phải nhanh lên thui :D,1
Phương Hạnh Phương Nhi Nguyễn Thị Thùy Nhung tag trước cho tương lai,1
Kate Trần năm nay thi nữa hơm :D,1
Anh Kiệt Trương ơi lập team CT đi ạ :D,1
Hoang Van Hoan hoài niệm ko em :D,1
Hello Phạm Thị Ngọc Huyền,1
Thanh Ngọc,1
"Các anh chị ơi, chuẩn bị lập đội thôi ạ Bui Ngoc Anh Nguyen Gia Trí An Ngo Quách Luyl Đa Phan Nam Luan Nguyen ^^",1
Lên luôn :D,1
Thời gian trôi nhanh quá :3,1
"Năm nay được bao nhiêu đội vậy, giải thưởng cao nhất là bao nhiêu",1
Trần Hiếu Thông Kodzuken Pudding Joshh Đinh Quang Huy đế chế của chúng ta đã đến,1
Long Thành Nguyễn Khởi động rồi nè em,1
Lâm Thiện,1
Nam Nam,1
Lê Lâm Hồng ThủyXuân Uyên,1
Hiền Hòa Trần Uyên Phương,1
Lâm Kỳ Quân,1
Trang Thanh Thư Thanh :)),1
😊,1
Lý Nguyễn sóng gió quá,1
Gia Bảo Triệu Quang Học cái mà qua học kỳ sau sẽ được học,1
Qua môn 9.đ nhẹ nhàng,1
nó là CLGT? 😂😂,1
Đau hết cả đầu với nó 🫠,1
Cấu trúc dữ liệu và giải thuật,1
cấu trúc dữ liệu and giải thuật,1
Cấu trúc dữ liệu và giải thuật :))),1
Lưu Văn Đức nhọck,1
Cấu trúc dữ liệu và giải thuật,1
Khiêm Võ Duncan Pham 🥲,1
Đ. Đức Linh học chưa nhỉ 🙃,1
Cấu trúc Dữ liệu và Giải thuật. Qua môn nhẹ nhàng có 9 điểm chứ mấy. Chuyên ngành Khoa học Máy tính đây.,1
Là cuộc thi trong trường nhưng giải thưởng thật lớn,1
SV FPT sướng quá vậy !,1
Trên cả toẹt dời😊,1
Em cũng muốn làm sinh viên ngành du lịch FPT😀,1
Quá tuyệt vời!,1
Phạm Hoài Khang đk thi chưa z 🌚,1
Huỳnh Tài Sang biến ra phân thân giúp t đi thi đi 🥲🥲,1
"Trường sịn quá z, cuộc thi cũng k kém",1
Hoàng Minh nhớ đăng kí thi nha ông,1
Long Huynh Hoang dậy đi thi,1
Wow,1
Minh Tấn tuỵt,1
🚗🚗🚗,1
Khánh Linh game on,1
Xịn z e muốn apply ạ,1
Xịn xò quá🤩,1
đãi ngộ cả nghìn đô cho sn năm cuối đại học á?,1
Mê quá a🤩,1
em đã đăng ký,1
mức lương nghìn đô kìaaaaaa,1
ước gì biết Nhúng 🥺,1
ngành này thấy bảo đang hot lắm,1
Ui xịn đỉnh. Đã đăng ký rồi nhé,1
vừa được học vừa được làm còn gì tuyệt vời hơnnnn,1
♥️♥️♥️♥️♥️,1
Bear Junior =>>>,1
Xịn xò quá,1
cơ hội cho các khứa học nhúng đây rồi,1
Nguyen Chi Lan,1
tuyệt vời quá luôn,1
Tran Linh Trang Nguyễn Quang Huy Khiem Nguyen,1
"📧 Tham gia ứng tuyển ngay tại: https://fsoft-academy.edu.vn/fsoft-embedded-elite-program/
⏰ Hạn ứng tuyển: 09/07/2023",1
Lê Ngọc Hải share và tag giúp anh các bạn trong lớp đang làm Nhúng nhá,1
Nguyễn Quang Huy Khiem Nguyen Phan Mạnh Đặng Ngọc Huyền Do Phuong Anh xịn ghê,1
Lục Vân Anh c uii,1
Ad check inb giúp mình ạ,1
Thao Le chị share cho em vứi nhó ạ ❤,1
"mình đã apply ạ, nhờ admin check đơn đăng ký của mình với",1
Page cho em xin thêm thông tin với ạ em ib page rùi ạ,1
Xịn quá,1
Quá xịn luôn ạ,1
Xịn quá 🤩🤩,1
Sự kiện nóng bỏng quá cả nhà ơi 🫶,1
Hóng quá ạ,1
Ứng tuyển luôn ạ,1
Hóng quá ạ,1
Hấp dẫn quá,1
Ui tuyệt quá a🤩🤩🤩,1
Hấp dẫn và mong chờ quá,1
yooooo hay quáaa,1
Quá là đỉnh luôn ạ 😎😍,1
uiiii job ngon còn được đi ăn với lãnh đạo 🥺,1
ui hấp dẫn vậy,1
Mình đăng ký rồi a,1
Thi thôii,1
Đã đăng kí a😍,1
Toàn Béoo quen ai Embedded khum giới thiệu nèeee,1
Em muốn học nhúng tên lửa :V,1
Hấp dẫn quá phải ứng tuyển thui,1
Đỉnh z shao,1
Dũng Ngô đăng ký không phen =))),1
kể mà hồi xưa có thì xin mời Đỗ Thanh Tùng apply,1
Nguyễn Văn Khởi nghe lói fen ở ban nhúng =)),1
Minh Sơn đăng ký nè cậu,1
Quá xịn quá hấp dẫn ạ,1
Xịn quá. cuối cùng FSOFT cũng có MT,1
Tùng Lâm Nhúng nào,1
Wowo,1
Lục Vân Anh chị iu share cho em nhé ạ,1
Quá đỉnh ạ!,1
Trung Văn em zai thử sức nè,1
Hóng từng ngày ạ.,1
Dương Hương xịn,1
Đỉnh quá 🥰,1
Chời ơi xịn ghia,1
Đã đăng kí ạ,1
Nguyễn Trần Nam share cho các bạn trong lớp giúp anh để book 1 buổi mời cả lớp qua FPT ăn trưa nhá,1
em bé đựt siu hót ạ 🥰,1
"📧 Tham gia ứng tuyển ngay tại: https://fsoft-academy.edu.vn/fsoft-embedded-elite-program/
⏰ Hạn ứng tuyển: 09/07/2023",1
Lê Sỹ Nam Hàng Minh Khải Hên Kim xin đi làm fresher hem,1
done đky ạ 🫡,1
Mii Lâm,1
Cmt Linh Tran,1
ngôi sao rực cháy hiện nay,1
Huy Nguyễn,1
Xịn quá,1
Hoàng Hải Bằng Lê Mạnh Dũng. Share giúp a nhé,1
Dinh Trang Nhung Duyên Linh Đức Minh,1
"Nếu bạn là người đam mê lĩnh vực Nhúng/ IoT và mong muốn có lộ trình thăng tiến “Fast-track”, mức đãi ngộ cạnh tranh, được làm việc trong môi trường chuyên nghiệp quốc tế, hãy tham gia ngay Chương trình FPT Software Embedded Elite Program: https://fsoft-academy.edu.vn/fsoft-embedded-elite-program/
Hoặc tại đây nhé: https://forms.gle/31AL6URWzSn7PJNRA",1
Hay,1
1024 mà đã tính đơn vị Giga? Yêu nhầm IT rởm rồi,1
Uầy tưởng chia tay chứ🤣🤣,1
"Ngày lễ tình nhân người bình thường: 14/2, 8/3. Lễ tình nhân IT: 64 ngày, 128, 256, 512, 1024",1
Rồi bao h đủ 1TB,1
1 kilo Days chứ,1
Quá chuẩn bé Phương Nghi,1
Nguyễn Chang kiểm chứng,1
Phạm Lưu Tuyết Hoa :)))))),1
"Nếu bạn là người đam mê lĩnh vực Nhúng/ IoT và mong muốn có lộ trình thăng tiến “Fast-track”, mức đãi ngộ cạnh tranh, được làm việc trong môi trường chuyên nghiệp quốc tế, hãy tham gia ngay Chương trình FPT Software Embedded Elite Program: https://fsoft-academy.edu.vn/fsoft-embedded-elite-program/",1
"📢 Quá trình đến với AI/Machine learning là cả 1 chặng đường dài, hãy để FA giúp bạn hiện thực hóa giấc mơ nghề nghiệp bằng cách đăng ký Python / Machine Learning tại: https://forms.gle/M4HcUsmXNMVD2MFm6",1
Omg sao ai cũng dậy thì thành công z 🥺,1
"Waof , cute quá",1
Các bé đáng iu ghé,1
Dàn visual FA xịn quá,1
Cute xỉu,1
j cưng zạy tr,1
Xịn của chóp luôn ạ GenZ làm IT,1
Khánh Linh game on,1
Cưới vợ chạy grab,1
Tester nhé :>>,1
vợ giáo viên nha,1
Con trai làm IT thì vợ chỉ cần ở nhà đếm tiền thôi =)),1
lấy vợ giàu ạ,1
Bác sĩ thì tốt 😆,1
Cưới vợ làm phú bà.,1
Nail nha 😚,1
Tìm vk làm HR nhé 😆,1
Vợ girl group là chuẩng,1
Tester nha,1
vợ y tá hoặc điều dưỡng.,1
Chồng Dev vợ Tester nhé =)),1
Vợ giàu. Rồi bỏ IT ở nhà trông con,1
Ko đc lấy chồng mà nhất định phải cưới vợ à 😗,1
Là con gái là được 🐧🐧,1
Lấy vợ ngân hàng là ngon :v,1
ngành y nhá,1
"AI, SE, IS cho đồng bộ",1
Lol ftu,1
"Lấy luôn C++, Java, python,...",1
Tester =))),1
Vợ là tester hehe,1
Tester,1
Tét tơ,1
Lấy vợ tét tơ đi cho yên tâm,1
tìm vợ làm tester,1
HR hoặc Tester ạ :))),1
Quản lý đào tạo ahihi 🤣🤣🤣,1
IT cưới BA ấy. 1 công đôi việc,1
Kinh tế nhé... Quản trị kinh doanh,1
"con trai dev outsource, vợ làm phía client 😁",1
Khuyên thật anh em né BA QC vs QA đi.,1
Lấy computer🤡,1
Vợ giàu :))),1
sale máy tính,1
Trước hết phải có ny đã chứ ế mốc mồm ra kén cái cc :))),1
Đừng lấy vợ,1
Chồng lm dev mà vợ làm tester code sai tùm lum không dám về nhà,1
Vợ Fixbug cho chồng là ok 😕,1
Toi nghĩ dev BE vs dev FE cũng đẹp mà ai cũng kêu dev vs tester 🥺 Thoại,1
Đừng lấy vợ nha :))),1
chồng dev vợ tester là hợp lý rùi :),1
:3 vợ là cái laptop còn gì,1
Lấy cái nồi cơm,1
Vk làm thinh,1
Quản trị kinh doanh là hợp lý nhé😂,1
Lấy cái máy tính 😅,1
Kế toán nha,1
ngon ạ,1
tester,1
Nguyễn Huy Hoàng cái đó chưa nói gặp vk ck khác cty đôi khi mình than phiền chửi nhỏ tester cty. vk lạiowr khía cạnh tester chửi mình qua lại mất tình đồng chí hết,1
Toàn Lê dạo này IT hot quá,1
Thú y nhen Lam Viên Viên :>,1
Nghề massage,1
thẩm mĩ,1
Marketing Phương Thư,1
Lên núi nhé,1
Nguyễn Hoàng Kim Minh bạn hỏi kìa,1
Thanh Hoèn lấy Hắt Dờ 🤡,1
2 đứa không bao dung thì ngành nào cũng vậy hoy 🤣🤣🤣,1
Wibu :),1
Trí Dũng Song Toàn 😂,1
Hieu Tran chồng dev vợ tester 🦆,1
Nguyễn Thị Hà Giang vợ tester chồng dev là hợp lý ạ 😆,1
Tien Truong Van tester =)),1
"Nếu bạn là người đam mê lĩnh vực Nhúng/ IoT và mong muốn có lộ trình thăng tiến “Fast-track”, mức đãi ngộ cạnh tranh, được làm việc trong môi trường chuyên nghiệp quốc tế, hãy tham gia ngay Chương trình FPT Software Embedded Elite Program: https://fsoft-academy.edu.vn/fsoft-embedded-elite-program/",1
Xin vía a🫶,1
😗 Coder cũng mất giá lắm,1
Xong r t cho fix bug lòi🫠,1
Có mà trĩ lòi dom mắt như gấu trúc fix tung não,1
